Número REDS;Qtde Ocorrências;Natureza Principal Completa;Ano Fato;Mês Fato Resumido;Mês Numérico Fato;Data Fato;Dia da Semana Fato;Horário Fato;Faixa 1 Hora Fato;Faixa 6 Horas Fato;Alvo;Causa Presumida;Desc Longa Meio Utilizado;Descrição Grupo Local Imediato;Descrição Local Imediato;Logradouro Ocorrência - Tipo;Bairro;Bairro Não Cadastrado;Bairro - FATO FINAL;Bairro - FATO FINAL - Municipio;Município;Município - Código;UF - Sigla;RISP ;RMBH 
2023-020141420-001;1;FURTO CONSUMADO;2023;ABR;4;27/04/2023;QUINTA-FEIRA;14:00:00;De 14:00 as 14:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-021926915-001;1;FURTO CONSUMADO;2023;MAI;5;10/05/2023;QUARTA-FEIRA;07:00:00;De 07:00 as 07:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;INSTITUICAO DE ENSINO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-058423207-001;1;FURTO CONSUMADO;2023;DEZ;12;16/12/2023;SÁBADO;06:00:00;De 06:00 as 06:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-015330511-001;1;FURTO CONSUMADO;2024;ABR;4;03/04/2024;QUARTA-FEIRA;02:00:00;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-015332341-001;1;FURTO CONSUMADO;2024;MAR;3;22/03/2024;SEXTA-FEIRA;03:00:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-019723150-001;1;FURTO CONSUMADO;2024;ABR;4;28/04/2024;DOMINGO;01:00:00;De 01:00 as 01:59        ;De 00:00 as 05:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;IMOVEL RURAL;SITIO;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-053488786-001;1;FURTO CONSUMADO;2024;NOV;11;28/11/2024;QUINTA-FEIRA;13:00:00;De 13:00 as 13:59        ;De 12:00 as 17:59        ;Transeunte;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-015992054-001;1;FURTO CONSUMADO;2025;ABR;4;07/04/2025;SEGUNDA-FEIRA;11:20:50;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;IMOVEL RURAL;SITIO;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-018103559-001;1;FURTO CONSUMADO;2025;ABR;4;19/04/2025;SÁBADO;15:39:05;De 15:00 as 15:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;IMOVEL RURAL;SITIO;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-018176589-001;1;FURTO CONSUMADO;2022;ABR;4;26/04/2022;TERÇA-FEIRA;12:00:00;De 12:00 as 12:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;IMOVEL RURAL;SITIO;SITIO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-009379502-001;1;FURTO CONSUMADO;2022;FEV;2;27/02/2022;DOMINGO;00:30:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-009945101-001;1;FURTO CONSUMADO;2022;MAR;3;06/03/2022;DOMINGO;15:00:00;De 15:00 as 15:59;De 12:00 as 17:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-051070310-001;1;FURTO CONSUMADO;2022;NOV;11;22/11/2022;TERÇA-FEIRA;07:02:21;De 07:00 as 07:59;De 06:00 as 11:59;Outros;IGNORADO;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO COM EXPLOSIVOS;INSTITUICAO DE ENSINO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-047604446-001;1;FURTO CONSUMADO;2023;OUT;10;11/10/2023;QUARTA-FEIRA;07:12:25;De 07:00 as 07:59        ;De 06:00 as 11:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-009476141-001;1;FURTO CONSUMADO;2024;FEV;2;28/02/2024;QUARTA-FEIRA;04:00:00;De 04:00 as 04:59        ;De 00:00 as 05:59        ;Outros;IGNORADO;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-009792667-001;1;FURTO CONSUMADO;2022;MAR;3;05/03/2022;SÁBADO;11:41:51;De 11:00 as 11:59;De 06:00 as 11:59;Transeunte;IGNORADO;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-052545830-001;1;FURTO CONSUMADO;2022;NOV;11;30/11/2022;QUARTA-FEIRA;01:09:00;De 01:00 as 01:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;CRUZ ALTA;CRUZ ALTA;CRUZ ALTA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-034903152-001;1;FURTO CONSUMADO;2023;JUL;7;26/07/2023;QUARTA-FEIRA;12:00:00;De 12:00 as 12:59;De 12:00 as 17:59;Outros;IGNORADO;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;ESTRADA SECUNDÁRIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-036718899-001;1;FURTO CONSUMADO;2023;JUL;7;31/07/2023;SEGUNDA-FEIRA;13:00:00;De 13:00 as 13:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;ESTRADA SECUNDÁRIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-039107156-001;1;FURTO CONSUMADO;2023;AGO;8;19/08/2023;SÁBADO;00:00:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;IGNORADO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-058743705-001;1;FURTO CONSUMADO;2023;DEZ;12;15/12/2023;SEXTA-FEIRA;06:00:00;De 06:00 as 06:59        ;De 06:00 as 11:59        ;Outros;IGNORADO;MEIO DESCONHECIDO;ESTABELECIMENTO INDUSTRIAL / PRODUCAO / EXTRA;OUTROS - ESTABELECIMENTO INDUSTRIAL / PRODUCA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-054682735-001;1;FURTO CONSUMADO;2022;DEZ;12;15/12/2022;QUINTA-FEIRA;06:22:34;De 06:00 as 06:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-043132258-001;1;FURTO CONSUMADO;2023;SET;9;06/09/2023;QUARTA-FEIRA;19:00:00;De 19:00 as 19:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-006101845-001;1;FURTO CONSUMADO;2024;FEV;2;08/02/2024;QUINTA-FEIRA;08:26:18;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-055585179-001;1;FURTO CONSUMADO;2024;NOV;11;27/11/2024;QUARTA-FEIRA;18:00:00;De 18:00 as 18:59        ;De 18:00 as 23:59        ;Estabelecimento Comercial;AUTOR COM OUTRAS DIVIDAS;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-010521874-001;1;FURTO CONSUMADO;2025;MAR;3;06/03/2025;QUINTA-FEIRA;05:57:03;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-050364240-001;1;FURTO CONSUMADO;2022;NOV;11;17/11/2022;QUINTA-FEIRA;15:05:07;De 15:00 as 15:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO INDUSTRIAL / PRODUCAO / EXTRA;QUIMICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-011314460-001;1;FURTO CONSUMADO;2023;MAR;3;07/03/2023;TERÇA-FEIRA;00:00:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO INDUSTRIAL / PRODUCAO / EXTRA;OUTROS - ESTABELECIMENTO INDUSTRIAL / PRODUCA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-036452706-001;1;FURTO CONSUMADO;2023;AGO;8;05/08/2023;SÁBADO;07:00:00;De 07:00 as 07:59;De 06:00 as 11:59;Outros;IGNORADO;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-054905697-001;1;FURTO CONSUMADO;2023;NOV;11;24/11/2023;SEXTA-FEIRA;03:00:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-055602908-001;1;FURTO CONSUMADO;2023;NOV;11;29/11/2023;QUARTA-FEIRA;13:39:56;De 13:00 as 13:59        ;De 12:00 as 17:59        ;Transporte Coletivo;IGNORADO;MEIO DESCONHECIDO;EMBARCACAO AEREA / AQUATICA / TERRESTRE;ONIBUS;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-057074184-001;1;FURTO CONSUMADO;2023;DEZ;12;05/12/2023;TERÇA-FEIRA;05:00:00;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-000365124-001;1;FURTO CONSUMADO;2024;JAN;1;03/01/2024;QUARTA-FEIRA;16:32:23;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-004908317-001;1;FURTO CONSUMADO;2024;JAN;1;31/01/2024;QUARTA-FEIRA;20:40:36;De 20:00 as 20:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;IMOVEL RURAL;CHACARA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-007823442-001;1;FURTO CONSUMADO;2024;FEV;2;17/02/2024;SÁBADO;01:00:00;De 01:00 as 01:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-008538793-001;1;FURTO CONSUMADO;2024;FEV;2;23/02/2024;SEXTA-FEIRA;00:00:00;De 00:00 as 00:59        ;De 00:00 as 05:59        ;Cargas;IGNORADO;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-009263820-001;1;FURTO CONSUMADO;2024;FEV;2;26/02/2024;SEGUNDA-FEIRA;23:00:00;De 23:00 as 23:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-011707238-001;1;FURTO CONSUMADO;2024;MAR;3;14/03/2024;QUINTA-FEIRA;02:00:00;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-005062654-001;1;FURTO CONSUMADO;2022;FEV;2;01/02/2022;TERÇA-FEIRA;12:50:00;De 12:00 as 12:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);IMOVEL RURAL;SITIO;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-023419160-001;1;FURTO CONSUMADO;2023;MAI;5;18/05/2023;QUINTA-FEIRA;03:00:00;De 03:00 as 03:59;De 00:00 as 05:59;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;IMOVEL RURAL;SITIO;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-042119998-001;1;FURTO CONSUMADO;2023;SET;9;06/09/2023;QUARTA-FEIRA;17:00:00;De 17:00 as 17:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;IMOVEL RURAL;CASA/SITIO EM CONDOMÍNIO FECHADO;POVOADO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-025776514-001;1;FURTO CONSUMADO;2024;MAI;5;15/05/2024;QUARTA-FEIRA;20:00:00;De 20:00 as 20:59        ;De 18:00 as 23:59        ;Outros;IGNORADO;MEIO DESCONHECIDO;IMOVEL RURAL;SITIO;RODOVIA;INVÁLIDO;CRUZ ALTA;CRUZ ALTA;CRUZ ALTA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-024654705-001;1;FURTO CONSUMADO;2022;JUN;6;09/06/2022;QUINTA-FEIRA;13:18:00;De 13:00 as 13:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;IMOVEL RURAL;FAZENDA;CHACARA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-011355018-001;1;FURTO CONSUMADO;2022;MAR;3;15/03/2022;TERÇA-FEIRA;21:00:00;De 21:00 as 21:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;IMOVEL RURAL;RESIDENCIA RURAL;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-045272012-001;1;FURTO CONSUMADO;2024;SET;9;05/09/2024;QUINTA-FEIRA;16:40:00;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Instituição Financeira;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;INSTITUICAO FINANCEIRA;BANCO / CASA DE CAMBIO;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-018524744-001;1;FURTO CONSUMADO;2025;ABR;4;22/04/2025;TERÇA-FEIRA;05:00:00;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Outros;IGNORADO;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RODOVIA;INVÁLIDO;ITATIAIUCU;ITATIAIUCU;ITATIAIUCU, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-055359726-001;1;FURTO CONSUMADO;2024;DEZ;12;10/12/2024;TERÇA-FEIRA;22:28:00;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RODOVIA;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-017634987-001;1;FURTO CONSUMADO;2022;ABR;4;26/04/2022;TERÇA-FEIRA;09:19:36;De 09:00 as 09:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);IMOVEL RURAL;SITIO;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-024475030-001;1;FURTO CONSUMADO;2022;MAI;5;29/05/2022;DOMINGO;23:00:00;De 23:00 as 23:59;De 18:00 as 23:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-046662154-001;1;FURTO CONSUMADO;2022;OUT;10;23/10/2022;DOMINGO;21:31:51;De 21:00 as 21:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-055301096-001;1;FURTO CONSUMADO;2022;DEZ;12;19/12/2022;SEGUNDA-FEIRA;10:02:40;De 10:00 as 10:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;IMOVEL RURAL;SITIO;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-055478077-001;1;FURTO CONSUMADO;2022;DEZ;12;20/12/2022;TERÇA-FEIRA;09:24:42;De 09:00 as 09:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO COM EXPLOSIVOS;IMOVEL RURAL;SITIO;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-009612472-001;1;FURTO CONSUMADO;2023;FEV;2;27/02/2023;SEGUNDA-FEIRA;19:22:35;De 19:00 as 19:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);IMOVEL RURAL;SITIO;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-010725546-001;1;FURTO CONSUMADO;2023;MAR;3;06/03/2023;SEGUNDA-FEIRA;15:49:57;De 15:00 as 15:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ESCALADA;IMOVEL RURAL;RESIDENCIA RURAL;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-015544624-001;1;FURTO CONSUMADO;2023;MAR;3;31/03/2023;SEXTA-FEIRA;20:55:00;De 20:00 as 20:59;De 18:00 as 23:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-030975583-001;1;FURTO CONSUMADO;2023;JUL;7;03/07/2023;SEGUNDA-FEIRA;06:27:10;De 06:00 as 06:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;INSTITUICAO DE ENSINO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-031231181-001;1;FURTO CONSUMADO;2023;JUL;7;04/07/2023;TERÇA-FEIRA;14:30:29;De 14:00 as 14:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;IMOVEL RURAL;CHACARA;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-031258457-001;1;FURTO CONSUMADO;2023;JUL;7;04/07/2023;TERÇA-FEIRA;18:55:56;De 18:00 as 18:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;IMOVEL RURAL;CHACARA;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-031798190-001;1;FURTO CONSUMADO;2023;JUL;7;07/07/2023;SEXTA-FEIRA;19:02:25;De 19:00 as 19:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;IMOVEL RURAL;CHACARA;BAIRRO;INVÁLIDO;;DESCONHECIDO;DESCONHECIDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
